EXT_ID,STORENAME,IsWalmart
58c47902e4b06d16e3cd3541,TARGET,0
58cf359be4b06d16e3cd84af,TARGET,0
58bdda7fe4b0d23e37738d24,TARGET,0
58bea7b1e4b0d23e37739439,TARGET,0
58b6965ce4b0d23e37734e06,TARGET,0
58be0c86e4b0d23e37739146,TARGET,0
58bde686e4b0d23e37738e1b,TARGET,0
58bd57a0e4b0d23e37738497,TARGET,0
58bd9c67e4b0d23e377388a4,TARGET,0
5898b2fee4b05f998de95d26,TARGET,0
58adb1b0e4b068eafab0c66b,TARGET,0
588fc284e4b090cf9c5a4828,TARGET,0
58bc6c36e4b0d23e37737735,TARGET,0
58bc98f3e4b0d23e37737cd4,TARGET,0
58bc969ae4b0d23e37737c8e,TARGET,0
58bcb327e4b0d23e37737fa5,TARGET,0
58bc8c53e4b0d23e37737b56,TARGET,0
58bd9a00e4b0d23e37738867,TARGET,0
58bc2600e4b0d23e37736e45,TARGET,0
58bc25d1e4b0d23e37736e40,TARGET,0
58b0a9d4e4b05f7a05193159,TARGET,0
58bc3d3ee4b0d23e37737174,TARGET,0
58baddf8e4b0d23e37735d8b,TARGET,0
58bc343ee4b0d23e37737059,TARGET,0
58bc6ae7e4b0d23e37737709,TARGET,0
5879065ee4b0d1a74fe8d4b4,TARGET,0
58a593fbe4b0314ab22f9e18,TARGET,0
58a8b4ace4b0fe09880452ec,TARGET,0
58bada33e4b0d23e37735d14,TARGET,0
58bc227ae4b0d23e37736dee,TARGET,0
58bc2c35e4b0d23e37736f28,TARGET,0
58b9ba7ce4b0d23e37735670,TARGET,0
587994bfe4b0d1a74fe8d51c,TARGET,0
58bc6175e4b0d23e377375ef,TARGET,0
58bad2bfe4b0d23e37735c84,TARGET,0
58bc455ee4b0d23e3773725d,TARGET,0
58bc377ce4b0d23e377370bd,TARGET,0
58bc4a4be4b0d23e37737309,TARGET,0
58bc140ae4b0d23e37736c50,TARGET,0
58bc4e38e4b0d23e37737373,TARGET,0
58bb17c5e4b0d23e377362ba,TARGET,0
58bc0865e4b0d23e37736b7e,TARGET,0
58bdf527e4b0d23e37738f60,TARGET,0
58c2b700e4b06d16e3cd2314,TARGET,0
58bdd6cee4b0d23e37738cec,TARGET,0
58b1c6d6e4b0eec3bce0024c,TARGET,0
58bb50fbe4b0d23e377366ca,TARGET,0
58bb3296e4b0d23e377364dc,TARGET,0
58ab329ae4b08c6e1ec0a8ee,TARGET,0
58bc7e41e4b0d23e3773798c,TARGET,0
58bcdd24e4b0d23e377382df,TARGET,0
58b09ccbe4b05f7a05193125,TARGET,0
58bad8b2e4b0d23e37735cf1,TARGET,0
58bb207ce4b0d23e37736362,TARGET,0
58b9fea1e4b0d23e3773596d,TARGET,0
58ba1038e4b0d23e37735a1f,TARGET,0
58bc4d54e4b0d23e3773734f,TARGET,0
58b9b1bce4b0d23e377355d3,TARGET,0
58b9b03ae4b0d23e377355b6,TARGET,0
58c02d82e4b0d23e3773a0fb,TARGET,0
58b751f5e4b0d23e37734ff4,TARGET,0
58b4daf8e4b0d23e37734aec,TARGET,0
58b621b7e4b0d23e37734d5c,TARGET,0
58b69681e4b0d23e37734e07,TARGET,0
58bafe38e4b0d23e377360a3,TARGET,0
58b710b6e4b0d23e37734f23,TARGET,0
58b862eee4b0d23e3773523d,TARGET,0
58b49fc2e4b0d23e37734a10,TARGET,0
58b37e6de4b0eec3bce0063a,TARGET,0
58b458aae4b0eec3bce007ec,TARGET,0
58b48c9be4b0d23e377349dc,TARGET,0
58bc7d82e4b0d23e37737972,TARGET,0
58b767f1e4b0d23e37735042,TARGET,0
58b20b2ae4b0eec3bce0033b,TARGET,0
58a7845ae4b0fe0988045178,TARGET,0
58acf307e4b08c6e1ec0ac0b,TARGET,0
58ac5788e4b08c6e1ec0aaa5,TARGET,0
58b74b54e4b0d23e37734fe0,TARGET,0
58ba192fe4b0d23e37735a8c,TARGET,0
58af5be8e4b068eafab0c828,TARGET,0
58b9fd0de4b0d23e3773595d,TARGET,0
58b9d644e4b0d23e3773580e,TARGET,0
58b34242e4b0eec3bce00571,TARGET,0
588d2c7ee4b090cf9c5a4648,TARGET,0
58bc8aa1e4b0d23e37737b20,TARGET,0
58aa0685e4b0fe09880454dc,TARGET,0
586fd8d9e4b0e80f9e3c2449,TARGET,0
589de7f0e4b0314ab22f93d9,TARGET,0
58af1486e4b068eafab0c7c1,TARGET,0
5898dd39e4b05f998de95d67,TARGET,0
58974218e4b05f998de95b5b,TARGET,0
5897e370e4b05f998de95caa,TARGET,0
58b491bee4b0d23e377349f0,TARGET,0
58963867e4b05f998de959e2,TARGET,0
58711e59e4b0e80f9e3c24ea,TARGET,0
589f9890e4b0314ab22f9686,TARGET,0
58961021e4b05f998de95966,TARGET,0
5897a068e4b05f998de95c1c,TARGET,0
58be9b9ae4b0d23e377393f9,TARGET,0
58bc590de4b0d23e377374e6,TARGET,0
586d43cce4b00ce8c12e99e6,TARGET,0
589f9dbce4b0314ab22f9691,TARGET,0
58ab0201e4b08c6e1ec0a8a7,TARGET,0
58ab01e6e4b08c6e1ec0a8a6,TARGET,0
589e3817e4b0314ab22f94ae,TARGET,0
586ea1bfe4b0e80f9e3c23ad,TARGET,0
58b1f27de4b0eec3bce002d1,TARGET,0
58bb1c0ae4b0d23e37736316,TARGET,0
58b1f21fe4b0eec3bce002cd,TARGET,0
5882a937e4b04c4484df06b1,TARGET,0
58b3369fe4b0eec3bce00528,TARGET,0
58929f8de4b018a8bfc2885e,TARGET,0
58813b6ce4b04c4484df05ed,TARGET,0
586f31c3e4b0e80f9e3c241c,TARGET,0
58795fc0e4b0d1a74fe8d4ea,TARGET,0
58af44ebe4b068eafab0c80b,TARGET,0
589dd946e4b0314ab22f93bd,TARGET,0
58799945e4b0d1a74fe8d520,TARGET,0
586c107fe4b00ce8c12e9990,TARGET,0
58bde9fce4b0d23e37738e68,TARGET,0
58bb2f7de4b0d23e3773649d,TARGET,0
58bc96b5e4b0d23e37737c8f,TARGET,0
58bc918be4b0d23e37737be4,TARGET,0
58bc3767e4b0d23e377370bb,TARGET,0
58bc36a8e4b0d23e37737096,TARGET,0
58bc3b4de4b0d23e3773714c,TARGET,0
58badb25e4b0d23e37735d2e,TARGET,0
58b65ec3e4b0d23e37734dd2,TARGET,0
587c3b27e4b0d1a74fe8d685,TARGET,0
58828a39e4b04c4484df0696,TARGET,0
58bc3855e4b0d23e377370e3,TARGET,0
58be1c1be4b0d23e37739237,TARGET,0
58c20ea1e4b06d16e3cd2054,TARGET,0
58b234f9e4b0eec3bce003aa,TARGET,0
58bdc11be4b0d23e37738b33,TARGET,0
58a0d14fe4b0314ab22f9876,TARGET,0
58bb31dee4b0d23e377364c9,TARGET,0
58b4e4c6e4b0d23e37734b0e,TARGET,0
58b1be5ae4b0eec3bce0021e,TARGET,0
58a781d4e4b0fe0988045172,TARGET,0
58ae3866e4b068eafab0c723,TARGET,0
5882b4b8e4b04c4484df06bb,TARGET,0
58bcad35e4b0d23e37737ef5,TARGET,0
58cf3ae9e4b06d16e3cd84de,TARGET,0
58bdf74de4b0d23e37738f89,TARGET,0
58cf3807e4b06d16e3cd84c5,TARGET,0
58c691ace4b06d16e3cd463e,TARGET,0
58bdea1be4b0d23e37738e6c,TARGET,0
58be49d6e4b0d23e377393c1,TARGET,0
58be353fe4b0d23e37739359,TARGET,0
58bae7d0e4b0d23e37735e7b,TARGET,0
58cc828ae4b06d16e3cd7078,TARGET,0
58baeffee4b0d23e37735f40,TARGET,0
588e39fce4b090cf9c5a46cd,TARGET,0
58be17f4e4b0d23e37739204,TARGET,0
58bc6036e4b0d23e377375c6,TARGET,0
58bd04c2e4b0d23e377383f3,TARGET,0
58be36e1e4b0d23e37739367,TARGET,0
58cae3b9e4b06d16e3cd6463,TARGET,0
58bcb66ce4b0d23e37737fec,TARGET,0
58bc4f1fe4b0d23e37737396,TARGET,0
58bdc42be4b0d23e37738b6a,TARGET,0
588d3119e4b090cf9c5a464a,TARGET,0
58ae3480e4b068eafab0c71e,TARGET,0
58bebb12e4b0d23e377394b7,TARGET,0
58beaa1ce4b0d23e37739441,TARGET,0
58bcb528e4b0d23e37737fca,TARGET,0
587c3b8de4b0d1a74fe8d687,TARGET,0
58bdeecde4b0d23e37738edb,TARGET,0
58bdf0aae4b0d23e37738eff,TARGET,0
58be410fe4b0d23e377393a5,TARGET,0
58be0ba7e4b0d23e3773913a,TARGET,0
58bc1e5ce4b0d23e37736d79,TARGET,0
58962c53e4b05f998de959c2,TARGET,0
58bce61fe4b0d23e37738334,TARGET,0
58bdf90be4b0d23e37738fb6,TARGET,0
58be06a0e4b0d23e377390db,TARGET,0
587bcdf1e4b0d1a74fe8d633,TARGET,0
58b9d792e4b0d23e3773581f,TARGET,0
58bca6f1e4b0d23e37737e4f,TARGET,0
58bcb561e4b0d23e37737fd3,TARGET,0
58bde273e4b0d23e37738dc8,TARGET,0
58bda603e4b0d23e37738947,TARGET,0
58bb1b26e4b0d23e37736301,TARGET,0
58bd992ce4b0d23e3773885d,TARGET,0
58be0eb9e4b0d23e37739165,TARGET,0
58bcaa47e4b0d23e37737ea6,TARGET,0
58bd6c18e4b0d23e377385a4,TARGET,0
58bdfdf2e4b0d23e3773902f,TARGET,0
5886559de4b05f73db07787f,TARGET,0
58bdd150e4b0d23e37738c68,TARGET,0
58bd57b2e4b0d23e37738498,TARGET,0
58bd6859e4b0d23e37738579,TARGET,0
58bce3c1e4b0d23e3773831a,TARGET,0
58bded12e4b0d23e37738ebc,TARGET,0
58bd597ce4b0d23e377384b8,TARGET,0
588d6272e4b090cf9c5a467b,TARGET,0
58962c28e4b05f998de959c1,TARGET,0
58bcc40ee4b0d23e37738114,TARGET,0
58bd97b2e4b0d23e37738844,TARGET,0
58bce62ae4b0d23e37738336,TARGET,0
58bcbbf2e4b0d23e3773807c,TARGET,0
58bd4c0ee4b0d23e37738457,TARGET,0
58bde32ae4b0d23e37738dd6,TARGET,0
58bcc7c1e4b0d23e37738166,TARGET,0
58bdc0b8e4b0d23e37738b29,TARGET,0
58bcaf17e4b0d23e37737f2a,TARGET,0
58bc738ce4b0d23e37737825,TARGET,0
58bcbfb2e4b0d23e377380c4,TARGET,0
58baf7efe4b0d23e3773600a,TARGET,0
58bcb387e4b0d23e37737fad,TARGET,0
58bdf456e4b0d23e37738f4f,TARGET,0
58bca06fe4b0d23e37737d9c,TARGET,0
58bca945e4b0d23e37737e88,TARGET,0
58bc8bafe4b0d23e37737b3e,TARGET,0
58bda341e4b0d23e37738912,TARGET,0
58bdc098e4b0d23e37738b27,TARGET,0
58bc1f60e4b0d23e37736d98,TARGET,0
58bc132fe4b0d23e37736c44,TARGET,0
58bdd088e4b0d23e37738c53,TARGET,0
58bae5d3e4b0d23e37735e4c,TARGET,0
58bae4fce4b0d23e37735e3d,TARGET,0
58bc95b9e4b0d23e37737c69,TARGET,0
587958c1e4b0d1a74fe8d4e4,TARGET,0
58bc9771e4b0d23e37737ca4,TARGET,0
58bad937e4b0d23e37735d00,TARGET,0
58bcb9fbe4b0d23e37738051,TARGET,0
58bb6349e4b0d23e3773680a,TARGET,0
58bc8c77e4b0d23e37737b5b,TARGET,0
58bc565ee4b0d23e37737485,TARGET,0
58bc8a0ee4b0d23e37737afa,TARGET,0
58bc966be4b0d23e37737c8a,TARGET,0
58bc7bdae4b0d23e37737924,TARGET,0
58bc7bf5e4b0d23e37737928,TARGET,0
58bc76e6e4b0d23e37737897,TARGET,0
58bc763ee4b0d23e37737876,TARGET,0
58baec2be4b0d23e37735ec5,TARGET,0
58a90340e4b0fe09880453b1,TARGET,0
58bc6ac0e4b0d23e37737704,TARGET,0
58bc6782e4b0d23e3773769c,TARGET,0
58cf25c7e4b06d16e3cd8438,TARGET,0
58a4f32ee4b0314ab22f9dc3,TARGET,0
58bc6c9fe4b0d23e3773774b,TARGET,0
58bc5b4ee4b0d23e37737527,TARGET,0
58bdad27e4b0d23e377389a6,TARGET,0
587a6bb2e4b0d1a74fe8d587,TARGET,0
58bdacade4b0d23e3773899e,TARGET,0
58bca681e4b0d23e37737e44,TARGET,0
58ab5957e4b08c6e1ec0a960,TARGET,0
58bc91e6e4b0d23e37737bf2,TARGET,0
5894000fe4b05f998de95783,TARGET,0
586ff2ace4b0e80f9e3c2453,TARGET,0
58bc90c8e4b0d23e37737bd0,TARGET,0
58bc9169e4b0d23e37737bdf,TARGET,0
58bafd20e4b0d23e37736087,TARGET,0
58c36d73e4b06d16e3cd2cc3,TARGET,0
58bebbbae4b0d23e377394c3,TARGET,0
58bea231e4b0d23e3773941a,TARGET,0
58bc33f2e4b0d23e3773704b,TARGET,0
58bc3a01e4b0d23e37737126,TARGET,0
58bc38a2e4b0d23e377370f2,TARGET,0
58bc5228e4b0d23e377373f5,TARGET,0
58bc9d43e4b0d23e37737d46,TARGET,0
58bc52d8e4b0d23e37737406,TARGET,0
58bc530de4b0d23e3773740c,TARGET,0
58be01f8e4b0d23e37739090,TARGET,0
58b82b0be4b0d23e377351be,TARGET,0
58b384e2e4b0eec3bce00646,TARGET,0
58baf49ae4b0d23e37735fc0,TARGET,0
58ba1ab0e4b0d23e37735a9a,TARGET,0
58963244e4b05f998de959cc,TARGET,0
58bc1cdee4b0d23e37736d4b,TARGET,0
58be016ce4b0d23e3773908a,TARGET,0
58bb80b9e4b0d23e377369d3,TARGET,0
58bc30ade4b0d23e37736fd1,TARGET,0
58be0127e4b0d23e37739086,TARGET,0
58baf940e4b0d23e37736027,TARGET,0
589bcce4e4b05f998de9612d,TARGET,0
58bc63c6e4b0d23e37737626,TARGET,0
589d0d6ee4b0314ab22f9314,TARGET,0
58bd86f1e4b0d23e37738714,TARGET,0
58bc3b8fe4b0d23e3773714f,TARGET,0
58b9b245e4b0d23e377355e0,TARGET,0
58bcd9e7e4b0d23e377382c0,TARGET,0
58bdf34be4b0d23e37738f3c,TARGET,0
58bc4d20e4b0d23e3773734b,TARGET,0
58bc25efe4b0d23e37736e44,TARGET,0
58bc300de4b0d23e37736fb0,TARGET,0
58bb8e72e4b0d23e37736a4c,TARGET,0
5886ca12e4b05f73db077930,TARGET,0
586f793de4b0e80f9e3c2426,TARGET,0
58ab6acde4b08c6e1ec0a97c,TARGET,0
58bc1904e4b0d23e37736cbe,TARGET,0
58bb4e97e4b0d23e377366b2,TARGET,0
58c3fb19e4b06d16e3cd2e3a,TARGET,0
58bb4250e4b0d23e3773660b,TARGET,0
58b5054be4b0d23e37734b53,TARGET,0
58bc205de4b0d23e37736dae,TARGET,0
58a271ade4b0314ab22f9b37,TARGET,0
58be28e6e4b0d23e377392d9,TARGET,0
58b02eaae4b068eafab0c90b,TARGET,0
58a8d1b7e4b0fe098804535d,TARGET,0
588ce41ce4b090cf9c5a4607,TARGET,0
58bc6141e4b0d23e377375e9,TARGET,0
58bb728ce4b0d23e37736909,TARGET,0
58bc4abde4b0d23e37737315,TARGET,0
58b966d7e4b0d23e3773547e,TARGET,0
58bdd308e4b0d23e37738c8d,TARGET,0
